2, 6
8, 9
5, 10
12, 13
20, 24
23, 30
24, 25
28, 29
30, 31
34, 35
29, 36
35, 39
6, 26
7, 27
10, 32
11, 33
7, 26
8, 27
11, 32
12, 33
