0.0, 0.0, 0.0
7.03125, 0.5, 0.0
14.0625, 1.0, 0.0
0.0, 0.0, 8.0
7.03125, 0.5, 8.0
14.0625, 1.0, 8.0
22.03125, 1.0, 0.0
30.0, 1.0, 0.0
37.96875, 1.0, 0.0
45.9375, 1.0, 0.0
22.03125, 1.0, 8.0
30.0, 1.0, 8.0
37.96875, 1.0, 8.0
45.9375, 1.0, 8.0
52.96875, 0.5, 0.0
60.0, 0.0, 0.0
52.96875, 0.5, 8.0
60.0, 0.0, 8.0
0.0, 5.5, 0.0
3.515625, 5.749999999999999, 0.0
10.546875, 6.25, 0.0
0.0, 5.5, 8.0
3.515625, 5.749999999999999, 8.0
10.546875, 6.25, 8.0
14.0625, 6.5, 0.0
18.046875, 6.5, 0.0
26.015625, 6.5, 0.0
33.984375, 6.5, 0.0
41.953125, 6.5, 0.0
45.9375, 6.5, 0.0
14.0625, 6.5, 8.0
18.046875, 6.5, 8.0
26.015625, 6.5, 8.0
33.984375, 6.5, 8.0
41.953125, 6.5, 8.0
45.9375, 6.5, 8.0
49.453125, 6.25, 0.0
56.484375, 5.749999999999999, 0.0
60.0, 5.5, 0.0
49.453125, 6.25, 8.0
56.484375, 5.749999999999999, 8.0
60.0, 5.5, 8.0
